id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies_list,production_countries_list,vote_average,keywords,made_profit
605,The Matrix Revolutions,en,Adventure,150000000,424988211,129.0,2003,Village Roadshow Pictures,United States of America,6.4,"saving the world, artificial intelligence, man vs machine, flying, philosophy, fortune teller, kung fu, underground world, killer robot, temple, subway, dream, sun, hero, fight, sunlight, computer virus, key, future, precognition, super computer, machine town, ying yang, dying and death, virtual reality, dystopia, computer, faith, world religion, truth, rescue, mission, cyberpunk, woman director, yin yang, gnosticism",1
109445,Frozen,en,Animation,150000000,1274219009,102.0,2013,Walt Disney Pictures,United States of America,7.3,"queen, musical, princess, betrayal, snowman, animation, reindeer, curse, snow, troll, mountain climber, aftercreditsstinger, woman director, 3d",1
604,The Matrix Reloaded,en,Adventure,150000000,738599701,138.0,2003,Village Roadshow Pictures,Australia,6.7,"saving the world, artificial intelligence, man vs machine, martial arts, kung fu, underground world, dream, hero, fight, computer virus, key, future, plato, precognition, rave, dying and death, virtual reality, dystopia, computer, faith, world religion, truth, mission, cyberpunk, woman director, gnosticism",1
76338,Thor: The Dark World,en,Action,170000000,644571402,112.0,2013,Marvel Studios,United States of America,6.8,"marvel comic, superhero, based on comic book, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d, asgard",1
76341,Mad Max: Fury Road,en,Action,150000000,378858340,120.0,2015,Village Roadshow Pictures,Australia,7.2,"future, chase, post-apocalyptic, dystopia, australia, rescue, survival, on the run, convoy, peak oil, dark future",1
13448,Angels & Demons,en,Thriller,150000000,356613439,138.0,2009,Columbia Pictures,Italy,6.5,"rome, vatican, based on novel, symbolism, christian, illuminati, quantum mechanics, prequel, anti matter, conspiracy, investigator, catholicism, cern",1
10195,Thor,en,Adventure,150000000,449326618,115.0,2011,Marvel Studios,United States of America,6.6,"new mexico, banishment, shield, marvel comic, hammer, superhero, based on comic book, redemption, norse mythology, aftercreditsstinger, marvel cinematic universe, 3d, asgard, odin, heimdall",1
13053,Bolt,en,Animation,150000000,309979994,98.0,2008,Walt Disney Animation Studios,United States of America,6.3,"hamster, kids and family, animal, cat vs dog, duringcreditsstinger, dog cat friendship, animal lead, girl dog relationship",1
19585,G-Force,en,Fantasy,150000000,292817841,88.0,2009,Walt Disney Pictures,United States of America,5.1,"dyr, duringcreditsstinger",1
57165,Wrath of the Titans,en,Adventure,150000000,301000000,99.0,2012,Legendary Pictures,Spain,5.5,"underworld, hades, mythology, greek mythology, zeus, perseus, gods, ancient greece, based on greek myth, ares, 3d",1
62213,Dark Shadows,en,Comedy,150000000,245527149,113.0,2012,Village Roadshow Pictures,Australia,5.7,"witch, imprisonment, vampire, curse, fish out of water, chains, gothic, madness, old house, lost love, angry mob, 18th century, ghost, hidden room, old mansion",1
177677,Mission: Impossible - Rogue Nation,en,Action,150000000,682330139,131.0,2015,Paramount Pictures,China,7.1,"london england, spy, austria, villain, sequel, mission, conspiracy, vienna opera, vienna",1
5559,Bee Movie,en,Family,150000000,287594577,91.0,2007,Pacific Data Images (PDI),United States of America,5.7,"factory worker, tennis, flower, florist, flower shop, pilot, college, airplane, beehive, court, aftercreditsstinger",1
49444,Kung Fu Panda 2,en,Animation,150000000,665692281,91.0,2011,DreamWorks Animation,United States of America,6.7,"martial arts, hope, fleet, panda, mission, woman director",1
10196,The Last Airbender,en,Action,150000000,318502923,103.0,2010,Paramount Pictures,United States of America,4.7,"fire, ice, war ship, prince, kingdom, water, village, arrest, remake, attack, avatar, air, spirit, world, domination, cheering",1
956,Mission: Impossible III,en,Adventure,150000000,397850012,126.0,2006,Paramount Pictures,China,6.5,"berlin, cia, vatican, white house, secret identity, secret, explosive, mobile phone, map, traitor, mask, honeymoon, shanghai, pretended murder, secret mission, letter, funeral, covered investigation, to shoot dead, secret agent, video, stamp, hard drive, e-mail, decipherment, suitcase, computer, revenge, murder, mission, hospital, duel, disguise, celebration, good and bad, research laboratory, blast",1
117251,White House Down,en,Action,150000000,205366737,131.0,2013,Columbia Pictures,United States of America,6.4,"usa president, conspiracy, secret service, the white house",1
50321,Mars Needs Moms,en,Adventure,150000000,38992758,88.0,2011,Walt Disney Animation Studios,United States of America,5.5,"boy, alien, rescue, martian, alien abduction, alien invasion, based on children's book, duringcreditsstinger",0
11619,Flushed Away,en,Adventure,149000000,64459316,85.0,2006,Aardman Animations,United Kingdom,6.0,"london england, underworld, return, ship, frog, girlfriend, rubin",0
266647,Pan,en,Adventure,150000000,128388320,111.0,2015,Warner Bros.,United States of America,5.9,"flying, magic, fairy tale, peter pan, mermaid, pirate, fantasy world",0
82703,Mr. Peabody & Sherman,en,Animation,145000000,272912430,92.0,2014,Pacific Data Images (PDI),United States of America,6.7,"father son relationship, egypt, intelligence, adoption, time travel, boy, child prodigy, friendship, growing up, children, talking animal, talking dog, dog, first love, ancient egypt, time traveler, duringcreditsstinger, new school, george washington, gags, trouble, time paradox, prodigy",1
652,Troy,en,Adventure,175000000,497409852,163.0,2004,Plan B Entertainment,United States of America,6.9,"brother brother relationship, adultery, mythology, beauty, trojan war, bravery, wall, fraud, hostility, epic, sword fight, battlefield, ancient world, pyre, ancient greece, trojan horse, trojan, bronze age, sparta greece, helen of troy, homer's iliad",1
80321,Madagascar 3: Europe's Most Wanted,en,Animation,145000000,746921274,93.0,2012,DreamWorks Animation,United States of America,6.4,"madagascar, 3d",1
36669,Die Another Day,en,Adventure,140000000,431971116,133.0,2002,Eon Productions,United Kingdom,5.8,"laser, british secret service, secret service agent, space based weapon",1
43074,Ghostbusters,en,Action,144000000,229147509,116.0,2016,Columbia Pictures,United States of America,5.3,"female friendship, ghost hunting, reboot, ghost",1
95,Armageddon,en,Action,140000000,553799566,151.0,1998,Jerry Bruckheimer Films,United States of America,6.4,"saving the world, paris, moon, cataclysm, asteroid, self sacrifice, nasa, space marine, loss of father, daughter, space, wedding, astronaut, eiffel tower paris, duringcreditsstinger, disaster movie, space centre",1
608,Men in Black II,en,Action,140000000,441818803,88.0,2002,Columbia Pictures,United States of America,6.0,"saving the world, secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, flying saucer, light, firearm, alien, fictional government agency",1
2310,Beowulf,en,Adventure,70000000,195735876,115.0,2007,Paramount Pictures,United States of America,5.5,"denmark, nordic mythology, lie, pride and vanity, folk hero, human weakness, viking, alienation, festival hall, sin, royalty, curse, battle, ancient world, adult animation, motion capture",1
140300,Kung Fu Panda 3,en,Action,145000000,521170825,95.0,2016,Twentieth Century Fox Film Corporation,China,6.7,"china, martial arts, kung fu, village, panda, sequel, talking animal, anthropomorphism, dragon, ancient china, wuxia, woman director",1
56292,Mission: Impossible - Ghost Protocol,en,Action,145000000,694713380,133.0,2011,Paramount Pictures,Czech Republic,6.8,"fight, sequel, mission, explosion, broken arm, imax, nuclear threat",1
81188,Rise of the Guardians,en,Fantasy,145000000,306941670,97.0,2012,DreamWorks Animation,United States of America,7.1,"dream, santa claus, nightmare, easter bunny, tooth fairy, jack frost, sandman, duringcreditsstinger",1
7552,Fun with Dick and Jane,en,Comedy,100000000,202026112,90.0,2005,Imagine Entertainment,United States of America,5.9,"based on novel, desperation, robber, hold-up robbery, remake, suburbia, loss of job, humiliation, unemployment, bankruptcy, travel agent, riches to rags, bearer bonds, comeuppance",1
616,The Last Samurai,en,Drama,140000000,456758981,154.0,2003,Cruise/Wagner Productions,Japan,7.3,"japan, war crimes, sense of guilt, swordplay, general, samurai, war veteran, katana, sword, arms deal, homeland, emperor, language barrier, self-discovery, mountain village, foreign legion, mercenary, campaign, commercial agreement, insurgence, leader, war strategy, gettysburg, loss of husband, slaughter, soldier, alcoholic, u.s. soldier, japanese army, 19th century, war trauma",1
147441,Exodus: Gods and Kings,en,Adventure,140000000,268031828,150.0,2014,Scott Free Productions,Spain,5.6,"moses, bible, ancient egypt, 3d, ramses",1
13475,Star Trek,en,Science Fiction,150000000,385680446,127.0,2009,Paramount Pictures,Germany,7.4,"spacecraft, teleportation, space mission, parachute, time travel, black hole, supernova, prequel, warp speed, futuristic, warp engine, romulans, outer space, vulcan, alternate reality, space opera, reboot",1
557,Spider-Man,en,Fantasy,139000000,821708551,121.0,2002,Columbia Pictures,United States of America,6.8,"loss of lover, spider, thanksgiving, bad boss, hostility, marvel comic, superhero, pokies, evil, reference to superman, goblin",1
82702,How to Train Your Dragon 2,en,Fantasy,145000000,609123048,102.0,2014,DreamWorks Animation,United States of America,7.6,"father son relationship, wife husband relationship, sacrifice, viking, sequel, rescue, dragon, mother son relationship, death of husband, warrior, 3d",1
205584,Gods of Egypt,en,Fantasy,140000000,150680864,127.0,2016,Summit Entertainment,Australia,5.3,"egypt, underworld, fight, mythology, nile, war, thief, rescue, desert, gods, egyptian mythology, egyptian, myth",1
10048,Stealth,en,Action,135000000,76932943,121.0,2005,Laura Ziskin Productions,United States of America,4.9,"artificial intelligence, u.s. navy, aftercreditsstinger",0
51497,Fast Five,en,Action,125000000,626137675,130.0,2011,Universal Pictures,United States of America,7.1,"brazil, fbi, freedom, escape from prison, car crash, heist, organized crime, on the run, money, fugitive, police chase, escaped convict, car, imax, automobile racing, duringcreditsstinger",1
13183,Watchmen,en,Action,130000000,185258983,163.0,2009,Paramount Pictures,United States of America,7.0,"dc comics, secret identity, mass murder, retirement, based on comic book, conspiracy, nuclear war, doomsday, soviet, masked vigilante, doomsday clock, red square, death of superhero, american president, 1980s",1
944,Lethal Weapon 4,en,Action,140000000,285444603,127.0,1998,Silver Pictures,United States of America,6.3,"lapd, house on fire, revolver",1
1927,Hulk,en,Drama,137000000,245360480,138.0,2003,Universal Pictures,United States of America,5.3,"california, san francisco, monster, general, gun, dna, mutation, psychology, berkeley, transformation, frog, president, marvel comic, superhero, golden gate bridge, doctor, fear, scientist, dog, desert, anger, mirror, phone, military, cell, hulk, superhuman strength, repressed memory, repression",1
72559,G.I. Joe: Retaliation,en,Adventure,130000000,371876278,110.0,2013,Paramount Pictures,United States of America,5.4,"terror, assassin, secret, technology, missile, warhead, president, rescue, conspiracy, explosion, battle, surveillance, cobra",1
7364,Sahara,en,Action,130000000,119269486,124.0,2005,Paramount Pictures,Germany,5.7,"tyrant, ironclad ship",0
2114,Final Fantasy: The Spirits Within,en,Adventure,137000000,85131830,106.0,2001,Columbia Pictures,Japan,5.9,"battle assignment, dystopia, alien, downfall, scientist, based on video game",0
1771,Captain America: The First Avenger,en,Action,140000000,370569774,124.0,2011,Marvel Studios,United States of America,6.6,"new york, usa, world war ii, nazis, marvel comic, superhero, based on comic book, nazi germany, period drama, brooklyn new york city, captain america, aftercreditsstinger, marvel cinematic universe, 3d",1
36643,The World Is Not Enough,en,Adventure,135000000,361832400,128.0,1999,Eon Productions,United Kingdom,6.0,"british, mission, oil, heiress, bilbao spain, british secret service",1
8619,Master and Commander: The Far Side of the World,en,Adventure,150000000,212011111,138.0,2003,Universal Pictures,United States of America,6.9,"naturalist, frigate, self surgery, sea battle, weevil",1
50620,The Twilight Saga: Breaking Dawn - Part 2,en,Adventure,120000000,829000000,115.0,2012,Summit Entertainment,United States of America,6.1,"vampire, romance, villainess, super strength, imprinting, cross breed, bloodsucker, grudge, vampire vs vampire, chief of police, dhampir, forks washington, wolf pack, misinformation, seeing the future, fang vamp",1
65759,Happy Feet Two,en,Animation,130000000,150406466,100.0,2011,Village Roadshow Pictures,Australia,5.8,"penguin, musical, aftercreditsstinger, 3d",1
1724,The Incredible Hulk,en,Science Fiction,150000000,163712074,114.0,2008,Universal Pictures,United States of America,6.1,"new york, rio de janeiro, marvel comic, superhero, based on comic book, on the run, fugitive, super soldier, tony stark, virginia, military, hulk, marvel cinematic universe, angry, bruce banner",1
267935,The BFG,en,Adventure,140000000,183345589,120.0,2016,Walt Disney Pictures,India,6.0,"london england, england, based on novel, queen, little girl, orphan, cannibal, giant, evil brother",1
